MSSubClass,LotFrontage,LotArea,LotShape,LandContour,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,MasVnrArea,ExterQual,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,PoolQC,Fence,Alley_Grvl,MiscFeature_Shed,GarageType_Attchd,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Electrical_FuseA,Electrical_FuseF,Electrical_SBrkr,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_SFoyer,RoofStyle_Gable,RoofStyle_Hip,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Normal,SaleCondition_Partial
70,60.0,7200,4,2,2,7,6,1931,2000,7,0.0,3,4,3,1,1,0,776,776,3,1,851,651,1502,0,1,1,3,1,3,6,1,4,1931.0,2,1,270,3,3,1,0,0,112,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
50,78.0,17503,4,4,3,6,5,1948,1950,7,0.0,3,3,3,1,1,0,912,912,3,1,912,546,1458,0,1,0,3,1,3,6,1,4,1948.0,1,1,330,3,3,2,192,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
20,75.0,9937,4,4,3,5,7,1964,1999,7,0.0,3,3,3,1,4,637,849,1486,5,1,1486,0,1486,1,1,0,3,1,3,7,0,0,1968.0,3,2,480,3,3,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
60,69.0,12384,4,4,3,7,7,1976,1976,7,233.0,3,4,3,1,1,0,793,793,3,1,1142,793,1935,0,2,1,3,1,3,7,1,3,1976.0,2,2,550,3,3,2,0,113,252,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
60,52.0,46589,2,4,3,8,7,1994,2005,7,528.0,4,4,4,1,6,1361,88,1629,5,1,1686,762,2448,1,2,1,4,1,4,8,1,3,1994.0,2,3,711,3,3,2,517,76,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
20,120.0,13560,4,4,3,6,3,1968,1968,7,216.0,3,2,2,1,1,0,1392,1392,4,1,1392,0,1392,1,1,0,2,1,3,5,2,3,1968.0,2,2,576,3,3,2,0,0,240,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
85,90.0,10012,4,4,3,4,5,1972,1972,7,0.0,3,4,3,3,4,920,38,1138,3,1,1181,0,1181,1,2,0,3,1,3,6,0,0,1974.0,2,2,588,3,3,2,0,0,180,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
20,49.0,20896,2,4,3,8,5,2005,2006,7,0.0,4,5,3,2,6,1721,356,2077,5,1,2097,0,2097,1,1,1,1,1,5,8,1,5,2005.0,3,3,1134,3,3,2,192,267,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
60,106.0,11194,3,4,3,8,5,2000,2000,7,40.0,4,4,3,1,1,0,1406,1406,5,1,1454,482,1936,0,2,1,3,1,4,7,1,3,2000.0,2,2,504,3,3,2,188,124,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
60,69.0,18450,3,4,3,6,5,1965,1979,3,113.0,3,4,3,1,2,187,111,1021,3,1,1465,915,2380,0,2,1,3,1,3,7,1,1,1965.0,1,2,596,3,3,2,0,265,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
20,65.0,8125,4,4,3,6,5,1994,1998,7,258.0,3,4,3,1,6,1138,270,1408,5,1,1679,0,1679,1,2,0,3,1,4,7,1,2,1994.0,2,2,575,3,3,2,224,42,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
20,69.0,14175,4,3,2,5,6,1956,1987,7,0.0,3,3,3,1,3,988,200,1188,4,1,1437,0,1437,1,1,1,3,1,3,6,1,3,1999.0,1,2,576,3,3,2,304,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
30,80.0,11600,4,4,3,4,5,1922,1950,7,0.0,3,2,3,1,1,0,700,700,5,1,1180,0,1180,0,1,0,2,1,2,5,1,4,1922.0,1,1,252,3,2,2,0,0,67,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
60,64.0,8633,4,4,3,6,5,2005,2005,7,0.0,4,4,3,1,6,193,545,738,5,1,738,738,1476,1,2,1,3,1,4,7,0,0,2005.0,3,2,540,3,3,2,100,35,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
70,54.0,6629,4,4,3,6,6,1925,1950,7,0.0,3,3,3,1,4,551,121,672,3,0,697,672,1369,1,2,0,3,1,3,6,0,0,1930.0,1,1,300,3,3,2,147,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20,69.0,11250,3,4,3,6,6,1977,1977,7,0.0,4,4,3,1,5,767,441,1208,3,1,1208,0,1208,1,1,1,3,1,3,6,1,3,1977.0,2,2,546,3,3,2,198,42,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
20,110.0,14442,4,4,3,6,7,1957,2004,7,106.0,3,3,3,1,6,1186,291,1477,5,1,1839,0,1839,1,2,0,3,1,4,7,2,3,1957.0,3,2,416,3,3,2,0,87,0,200,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
20,80.0,9200,4,4,3,6,6,1965,1965,7,0.0,3,3,3,1,3,892,244,1136,3,1,1136,0,1136,1,1,0,3,1,3,5,1,4,1965.0,2,1,384,3,3,2,426,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
160,24.0,2289,4,4,3,6,6,1978,1978,7,0.0,3,3,3,1,5,311,544,855,3,1,855,586,1441,0,2,1,3,1,3,7,1,3,1978.0,1,2,440,3,3,2,28,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
70,60.0,9600,4,4,3,4,2,1900,1950,7,0.0,3,3,2,1,1,0,1095,1095,2,0,1095,679,1774,1,2,0,4,2,3,8,0,0,1920.0,1,3,779,2,2,0,0,0,90,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
30,52.0,9022,4,4,3,5,8,1924,2006,7,0.0,4,3,3,1,1,0,768,768,5,1,792,0,792,0,1,0,2,1,4,5,0,0,1924.0,1,1,240,2,2,0,316,0,120,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
20,80.0,11844,3,4,3,8,5,2008,2008,7,464.0,4,5,3,2,1,0,2046,2046,5,1,2046,0,2046,0,2,1,3,1,4,7,1,4,2008.0,3,3,834,3,3,2,322,82,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
20,69.0,9945,3,4,3,5,5,1961,1961,7,57.0,3,3,3,1,3,827,161,988,3,1,988,0,988,1,1,0,3,1,3,5,0,0,1963.0,1,2,572,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
120,50.0,8012,4,4,3,6,5,1980,1980,7,0.0,3,4,3,1,4,543,261,923,3,1,923,0,923,0,2,0,2,1,3,5,1,3,1980.0,2,1,264,3,3,2,80,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
50,55.0,4500,2,3,3,5,5,1932,2000,7,0.0,3,3,3,1,3,182,611,793,5,1,848,672,1520,0,1,0,3,1,3,6,0,0,1968.0,1,1,281,3,3,2,0,0,56,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
120,69.0,2887,4,2,3,6,5,1996,1997,7,0.0,3,4,3,2,6,1003,288,1291,5,1,1291,0,1291,1,1,0,2,1,4,6,1,4,1996.0,1,2,431,3,3,2,307,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
20,90.0,11248,3,4,3,9,5,2002,2002,7,215.0,4,4,3,3,6,1059,567,1626,5,1,1668,0,1668,1,2,0,3,1,4,7,1,3,2002.0,3,3,702,3,3,2,257,45,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
60,58.0,16770,2,4,3,7,5,1998,1998,7,30.0,4,4,3,1,1,0,1195,1195,4,1,1195,644,1839,0,2,1,4,1,3,7,0,0,1998.0,3,2,486,3,3,2,0,81,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
160,69.0,5062,3,4,3,7,5,1984,1984,7,0.0,4,4,3,2,6,828,180,1190,4,1,1190,900,2090,1,2,0,3,1,4,6,1,3,1984.0,3,2,577,3,3,2,219,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
60,84.0,10207,4,4,3,7,6,2007,2007,7,0.0,4,4,3,1,1,0,874,874,5,1,874,887,1761,0,3,0,3,1,4,7,0,0,2007.0,3,2,578,3,3,2,144,105,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
160,69.0,5105,2,4,3,7,5,2004,2004,7,0.0,4,4,3,1,6,239,312,551,5,1,551,551,1102,0,2,1,2,1,4,4,0,0,2004.0,1,2,480,3,3,2,0,60,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
20,60.0,8089,4,2,3,8,6,2007,2007,7,0.0,4,4,3,3,6,945,474,1419,5,1,1419,0,1419,1,2,0,2,1,4,7,1,4,2007.0,2,2,567,3,3,2,140,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
120,61.0,7577,3,4,3,6,5,2005,2006,7,256.0,4,4,3,3,5,20,1342,1362,5,1,1362,0,1362,0,2,0,2,1,4,6,1,4,2005.0,2,2,460,3,3,2,192,28,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
120,69.0,4426,4,4,3,6,5,2004,2004,7,147.0,4,4,3,4,6,697,151,848,5,1,848,0,848,1,1,0,1,1,4,3,1,3,2004.0,2,2,420,3,3,2,149,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
60,104.0,21535,3,4,3,10,6,1994,1995,1,1170.0,5,5,3,4,6,1455,989,2444,5,1,2444,1872,4316,0,3,1,4,1,5,10,2,5,1994.0,3,3,832,3,3,2,382,50,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
60,42.0,26178,3,4,2,7,5,1989,1990,7,293.0,4,4,3,4,6,965,245,1210,5,1,1238,1281,2519,1,2,1,4,1,4,9,2,4,1989.0,2,2,628,3,3,2,320,27,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
30,60.0,5400,4,4,1,5,6,1921,1968,7,0.0,3,3,3,1,1,0,1073,1073,5,1,1073,0,1073,0,1,0,2,1,3,4,0,0,1968.0,1,1,326,3,3,2,0,0,112,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
50,51.0,6120,4,4,3,5,6,1936,1950,7,0.0,3,3,3,1,1,0,927,927,3,1,1067,472,1539,0,1,1,3,1,3,5,0,0,1995.0,1,2,576,3,3,2,112,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
20,54.0,13811,3,4,3,6,6,1987,1987,7,72.0,3,4,4,1,6,980,92,1112,4,1,1137,0,1137,1,2,0,2,1,4,5,1,3,1987.0,1,2,551,3,3,2,125,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
30,50.0,6000,4,4,3,5,7,1921,1950,7,0.0,3,3,3,1,2,616,0,616,4,1,616,0,616,0,1,0,2,1,3,4,0,0,1921.0,1,1,205,3,3,2,0,0,129,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
20,57.0,6420,3,4,3,5,7,1952,1952,7,0.0,3,5,4,2,2,210,219,980,2,1,1148,0,1148,0,1,0,2,1,3,6,0,0,1952.0,1,1,308,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
20,65.0,8450,4,4,3,5,8,1965,2009,7,0.0,3,3,3,1,6,553,224,894,5,1,894,0,894,1,1,0,3,1,3,5,1,4,1973.0,1,1,336,3,3,2,416,144,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
120,59.0,4282,2,4,3,7,5,2004,2004,7,0.0,4,4,3,2,6,16,1375,1391,5,1,1391,0,1391,0,2,0,2,1,4,5,0,0,2004.0,2,2,530,3,3,2,156,158,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
20,85.0,14331,4,4,3,8,5,2002,2002,7,630.0,4,5,3,4,6,1274,526,1800,5,1,1800,0,1800,1,2,0,3,1,4,7,1,4,2002.0,3,3,765,3,3,2,270,78,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
20,80.0,9600,4,4,3,7,5,1969,1969,7,168.0,3,3,3,1,1,0,1164,1164,3,1,1164,0,1164,0,1,1,3,1,3,6,0,0,1969.0,1,2,528,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
60,82.0,12438,3,4,3,8,5,2006,2006,7,466.0,5,5,4,1,1,0,1234,1234,5,1,1264,1312,2576,0,2,1,4,1,5,10,1,4,2006.0,3,3,666,3,3,2,324,100,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
190,76.0,7630,4,4,3,5,9,1900,1996,7,0.0,3,4,3,1,1,0,360,360,4,1,1032,780,1812,0,2,0,4,2,4,8,1,1,1999.0,1,2,672,3,3,0,344,0,40,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
20,70.0,8400,4,4,3,7,5,2004,2005,7,109.0,4,4,3,3,6,712,761,1473,5,1,1484,0,1484,1,2,0,3,1,4,7,0,0,2004.0,2,2,606,3,3,2,0,35,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
190,70.0,5600,4,4,3,4,5,1930,1950,7,0.0,2,0,0,0,0,0,0,0,2,0,372,720,1092,0,2,0,3,2,2,7,0,0,1978.5061638868744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
20,69.0,115149,2,1,1,7,5,1971,2002,7,351.0,3,4,3,4,6,1219,424,1643,3,1,1824,0,1824,1,2,0,2,1,4,5,2,3,1971.0,1,2,739,3,3,2,380,48,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
120,48.0,6240,4,4,3,8,5,2006,2006,7,176.0,4,4,3,1,6,863,461,1324,5,1,1324,0,1324,1,2,0,2,1,4,6,1,4,2006.0,3,2,550,3,3,2,192,38,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
60,65.0,9018,3,4,3,7,5,2007,2007,7,0.0,4,4,3,3,1,0,728,728,5,1,728,728,1456,0,2,1,3,1,4,8,1,4,2007.0,3,2,400,3,3,2,100,24,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
20,69.0,7162,3,4,3,5,7,1966,1966,7,41.0,3,3,3,1,1,0,876,876,3,1,904,0,904,0,1,0,3,1,3,6,0,0,1966.0,1,1,408,3,3,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
30,56.0,4130,3,4,3,3,6,1935,2003,7,0.0,4,3,3,1,1,0,270,270,4,1,729,0,729,0,1,0,2,1,3,5,0,0,1978.5061638868744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
50,66.0,8712,4,2,2,4,7,1900,1950,7,0.0,3,3,3,2,1,0,859,859,4,1,859,319,1178,0,1,0,2,1,3,7,0,0,1964.0,2,1,384,3,3,0,68,0,98,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
120,40.0,4671,3,2,3,8,5,1988,1989,7,0.0,4,4,3,2,6,767,461,1228,4,1,1228,0,1228,1,2,0,2,1,4,5,1,4,1988.0,3,2,472,3,3,2,168,120,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
190,60.0,9873,4,4,3,4,5,1970,1970,7,160.0,3,3,3,3,5,789,171,960,3,0,960,0,960,1,1,0,3,1,3,6,0,0,1970.0,1,2,576,3,3,2,0,288,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
60,69.0,13517,3,4,3,6,8,1976,2005,7,289.0,4,3,3,1,6,533,192,725,5,1,725,754,1479,0,2,1,3,1,4,6,0,0,1976.0,2,2,475,3,3,2,0,44,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
20,78.0,10140,4,4,3,6,5,1974,1974,7,174.0,3,4,3,1,1,0,1064,1064,3,1,1350,0,1350,0,2,0,3,1,3,7,1,3,1974.0,2,2,478,3,3,2,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
70,60.0,10800,4,3,3,7,8,1890,1998,7,0.0,3,3,3,1,1,0,718,718,5,1,1576,978,2554,0,1,1,3,1,3,8,0,0,1996.0,1,2,704,3,3,1,0,48,143,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
